id,dealer,date,year,make,model,trim,trim_exact,mileage,price,Description,Condition,drive,Days On Lot,searchCity,url
167,autoTrader,1/30/2023,2021,GMC,,Used 2021 GMC Acadia AT4 w/ Trailering Package,,22570,38500,Used 2021 GMC Acadia AT4 w/ Trailering Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670350053&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
168,autoTrader,1/30/2023,2022,Toyota,,Certified 2022 Toyota 4Runner SR5 Premium,,9487,42800,Certified 2022 Toyota 4Runner SR5 Premium,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668498728&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
169,autoTrader,1/30/2023,2020,,,Used 2020 BMW M4 Coupe w/ Competition Package,,27100,58357,Used 2020 BMW M4 Coupe w/ Competition Package,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669789618&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
170,autoTrader,1/30/2023,2020,IC,,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,S,24912,49990,Certified 2020 Land Rover Range Rover Velar R-Dynamic S,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=659045456&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
171,autoTrader,1/30/2023,2022,IC,,Certified 2022 Land Rover Range Rover Evoque R-Dynamic SE,SE,8990,50990,Certified 2022 Land Rover Range Rover Evoque R-Dynamic SE,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660397919&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
172,autoTrader,1/30/2023,2020,Chevrolet,,Certified 2020 Chevrolet Malibu RS,,18677,22995,Certified 2020 Chevrolet Malibu RS,New,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670874684&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
173,autoTrader,1/30/2023,2020,GMC,,Certified 2020 GMC Acadia SLE w/ Driver Convenience Package,,24382,28995,Certified 2020 GMC Acadia SLE w/ Driver Convenience Package,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670823756&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
174,autoTrader,1/30/2023,2001,Chevrolet,Silverado,Used 2001 Chevrolet Silverado 2500 LS,LS,141577,7500,Used 2001 Chevrolet Silverado 2500 LS,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669344887&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
175,autoTrader,1/30/2023,2016,Cadillac,,Used 2016 Cadillac CTS Sedan,,55081,20000,Used 2016 Cadillac CTS Sedan,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670561715&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
176,autoTrader,1/30/2023,2016,Toyota,,Used 2016 Toyota Prius Four,,58883,22999,Used 2016 Toyota Prius Four,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669302183&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
177,autoTrader,1/30/2023,2018,,,Used 2018 Acura RDX AWD w/ Technology Package,,40967,26500,Used 2018 Acura RDX AWD w/ Technology Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669952660&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
178,autoTrader,1/30/2023,2021,IC,,Used 2021 Buick Envision Essence w/ Sport Touring Package,Sport,12929,33800,Used 2021 Buick Envision Essence w/ Sport Touring Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670474723&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
179,autoTrader,1/30/2023,2020,Chevrolet,Silverado 1500,Used 2020 Chevrolet Silverado 1500 Custom w/ Custom Value Package,Custom,10769,35999,Used 2020 Chevrolet Silverado 1500 Custom w/ Custom Value Package,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669952669&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
180,autoTrader,1/30/2023,2015,Mercedes,,Used 2015 Mercedes-Benz S 550 4MATIC Sedan,S,50014,36500,Used 2015 Mercedes-Benz S 550 4MATIC Sedan,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665821850&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
181,autoTrader,1/30/2023,2018,Cadillac,,Used 2018 Cadillac Escalade ESV Premium Luxury,,62875,46888,Used 2018 Cadillac Escalade ESV Premium Luxury,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670799854&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
182,autoTrader,1/30/2023,2019,,,Used 2019 BMW X7 xDrive40i w/ Premium Package,,47026,52490,Used 2019 BMW X7 xDrive40i w/ Premium Package,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671098565&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
183,autoTrader,1/30/2023,2021,Cadillac,,Certified 2021 Cadillac Escalade ESV Sport Platinum,Sport,24780,104000,Certified 2021 Cadillac Escalade ESV Sport Platinum,New,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670918820&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
184,autoTrader,1/30/2023,2016,,Sonata,Used 2016 Hyundai Sonata Limited w/ Option Group 05,LIMITED,58685,14813,Used 2016 Hyundai Sonata Limited w/ Option Group 05,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=671218042&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
185,autoTrader,1/30/2023,2020,Kia,,Used 2020 Kia Forte LXS,,19567,20446,Used 2020 Kia Forte LXS,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=670071921&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
186,autoTrader,1/30/2023,2017,,,Certified 2017 Subaru Legacy 2.5i Limited,LIMITED,44846,20969,Certified 2017 Subaru Legacy 2.5i Limited,New,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=669227362&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
187,autoTrader,1/30/2023,2014,Mercedes,,Used 2014 Mercedes-Benz CLS 550 4MATIC,,55814,26900,Used 2014 Mercedes-Benz CLS 550 4MATIC,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=666470067&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
188,autoTrader,1/30/2023,2014,,,Used 2014 Jaguar XK R,,71449,33900,Used 2014 Jaguar XK R,Used,2 wheel drive - rear,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=668798013&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
189,autoTrader,1/30/2023,2017,,,Used 2017 Land Rover Range Rover Supercharged,,55640,46900,Used 2017 Land Rover Range Rover Supercharged,Used,4 wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=655964327&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
190,autoTrader,1/30/2023,2017,,,Used 2017 Porsche Cayenne GTS,,32984,61900,Used 2017 Porsche Cayenne GTS,Used,All wheel drive,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=665989225&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
191,autoTrader,1/30/2023,2013,Honda,,Used 2013 Honda Accord Touring,TOURING,102247,13999,Used 2013 Honda Accord Touring,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664850387&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
192,autoTrader,1/30/2023,2017,Chevrolet,,Used 2017 Chevrolet Cruze LT,,50201,13999,Used 2017 Chevrolet Cruze LT,Used,2 wheel drive - front,[Available for subscription data feeds],philadelphia,https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=649179430&allListingType=all-cars&city=Philadelphia&state=PA&zip=19111&requestId=off&searchRadius=50&marketExtension=off&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=100&firstRecord=100&referrer=%2Fcars-for-sale%2Fall-cars%2Fphiladelphia-pa-19111%3FrequestId%3Doff%26searchRadius%3D50%26marketExtension%3Doff%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D100%26firstRecord%3D100&clickType=listing
